movie_id,movie_name,year,cast
tt13534808,Janhit Mein Jaari,2022,"Nushrratt Bharuccha, Vijay Raaz, Alok Nath Pathak, Tinnu Anand"
tt0246729,Khiladiyon Ka Khiladi,1996,"Akshay Kumar, Rekha, Raveena Tandon, Deven Verma"
tt8361196,Vinaya Vidheya Rama,2019,"Ram Charan, Vivek Oberoi, Kiara Advani, Mahesh Manjrekar"
tt5325684,Hate Story IV,2018,"Urvashi Rautela, Gulshan Grover, Lee Byford, Komal Chhabria"
tt3410408,Rocky Handsome,2016,"John Abraham, Nishikant Kamat, Sharad Kelkar, Teddy Maurya"
tt0845448,Dhamaal,2007,"Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Jaaved Jaaferi"
tt4430136,Pyaar Ka Punchnama 2,2015,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha"
tt15482442,Untitled Blumhouse Productions Film,2024,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha"
tt0233422,Chachi 420,1997,"Kamal Haasan, Amrish Puri, Om Puri, Tabu"
tt0346723,Chalte Chalte,2003,"Shah Rukh Khan, Rani Mukerji, Jas Arora, Satish Shah"
tt5255710,Sanam Teri Kasam,2016,"Harshvardhan Rane, Mawra Hocane, Vijay Raaz, Murli Sharma"
tt0448206,Bunty Aur Babli,2005,"Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan, Kiran Juneja"
tt1395025,Agent Vinod,2012,"Kareena Kapoor, Saif Ali Khan, Adil Hussain, Ram Kapoor"
tt4387040,Airlift,2016,"Akshay Kumar, Nimrat Kaur, Kumud Mishra, Prakash Belawadi"
tt5456546,Judwaa 2,2017,"Varun Dhawan, Jacqueline Fernandez, Taapsee Pannu, Anupam Kher"
tt28290264,Untitled Aamir khan/Rajkumar Hirani movie,,Aamir Khan
tt0356982,Paanch,2003,"Kay Kay Menon, Aditya Srivastav, Joy Fernandes, Vijay Maurya"
tt2077833,Rowdy Rathore,2012,"Akshay Kumar, Sonakshi Sinha, Nassar, Yashpal Sharma"
tt13912632,Sanak,2021,"Vidyut Jammwal, Neha Dhupia, Rukmini Maitra, Chandan Roy Sanyal"
tt15416100,Visfot,2023,"Riddhi Dogra, Priya Bapat, Riteish Deshmukh, Fardeen Khan"
tt6964940,Skater Girl,2021,"Waheeda Rehman, Amy Maghera, Sahidur Rahaman, Jonathan Readwin"
tt0405266,Raincoat,2004,"Ajay Devgn, Aishwarya Rai Bachchan, Annu Kapoor, Mouli Ganguly"
tt0405507,Murder,2004,"Mallika Sherawat, Ashmit Patel, Emraan Hashmi, Kashmira Shah"
tt0272736,Mujhse Dosti Karoge!,2002,"Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Uday Chopra"
tt5632164,Veerappan,2016,"Sachiin Joshi, Sandeep Bharadwaj, Usha Jadhav, Nissar Khan"
tt4874298,Madly,2016,"Radhika Apte, Kathryn Beck, Justina Bustos, Zoë Castle"
tt17425020,One Friday Night,2023,"Vidhi Chitalia, Hemant K Gaur, Ambrish Saxena, Milind Soman"
tt7363104,Khuda Haafiz,2020,"Vidyut Jammwal, Shivaleeka Oberoi, Annu Kapoor, Aahana Kumra"
tt3859980,Mohenjo Daro,2016,"Hrithik Roshan, Pooja Hegde, Kabir Bedi, Arunoday Singh"
tt9766332,Atrangi Re,2021,"Dhanush, Sara Ali Khan, Akshay Kumar, Seema Biswas"
tt1708453,Aakrosh,2010,"Ajay Devgn, Akshaye Khanna, Bipasha Basu, Paresh Rawal"
tt0098999,Agneepath,1990,"Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari"
tt0120540,Yes Boss,1997,"Shah Rukh Khan, Juhi Chawla, Aditya Pancholi, Kashmira Shah"
tt9614460,Chhapaak,2020,"Deepika Padukone, Vikrant Massey, Madhurjeet Sarghi, Payal Nair"
tt1499201,Anjaana Anjaani,2010,"Priyanka Chopra Jonas, Ranbir Kapoor, Aubrey K. Miller, Carl Marino"
tt1734110,No One Killed Jessica,2011,"Rani Mukerji, Vidya Balan, Myra Karn, Neil Bhoopalam"
tt4699202,Gurgaon,2017,"Akshay Oberoi, Pankaj Tripathi, Aamir Bashir, Ragini Khanna"
tt11948256,Lift,2021,"Kavin, Amritha Aiyer, Kiran Konda, Gayathri Reddy"
tt2385104,D-Day,2013,"Irrfan Khan, Rishi Kapoor, Arjun Rampal, Shruti Haasan"
tt13022984,Khuda Haafiz Chapter II: Agni Pariksha,2022,"Vidyut Jammwal, Shivaleeka Oberoi, Dibyendu Bhattacharya, Sheeba Chaddha"
tt23875550,UI,,"Sunny Leone, Upendra, Murli Sharma, P. Ravi Shankar"
tt0093578,Mr. India,1987,"Anil Kapoor, Sridevi, Amrish Puri, Satish Kaushik"
tt8130904,The Body,2019,"Emraan Hashmi, Rishi Kapoor, Sobhita Dhulipala, Vedhika"
tt7180544,Mukkabaaz,2017,"Vineet Kumar Singh, Jimmy Shergill, Zoya Hussain, Ravi Kishan"
tt0052954,Kaagaz Ke Phool,1959,"Waheeda Rehman, Guru Dutt, Kumari Naaz, Johnny Walker"
tt0093949,Shahenshah,1988,"Amitabh Bachchan, Meenakshi Sheshadri, Aruna Irani, Rohini Hattangadi"
tt2302416,Gali Guleiyan,2017,"Manoj Bajpayee, Ranvir Shorey, Neeraj Kabi, Shahana Goswami"
tt0419058,Phir Hera Pheri,2006,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Bipasha Basu"
tt21998526,Zwigato,2022,"Kapil Sharma, Shahana Goswami, Tushar Acharya, Zishan Ali"
tt5764096,Hindi Medium,2017,"Irrfan Khan, Saba Qamar, Dishita Sehgal, Deepak Dobriyal"
tt1301698,1920,2008,"Rajneesh Duggal, Adah Sharma, Anjori Alagh, Raj Zutshi"
tt10023024,Love Aaj Kal,2020,"Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Sonu Saini"
tt11199356,Bheeshma,2020,"Nithiin, Rashmika Mandanna, Anant Nag, Jisshu Sengupta"
tt10243678,Chopsticks,2019,"Abhay Deol, Mithila Palkar, Vijay Raaz, Achint Kaur"
tt11142762,Pagglait,2021,"Sanya Malhotra, Sayani Gupta, Sheeba Chaddha, Ashutosh Rana"
tt1949548,Heroine,2012,"Kareena Kapoor, Arjun Rampal, Randeep Hooda, Shahana Goswami"
tt2072227,Shanghai,2012,"Abhay Deol, Emraan Hashmi, Kalki Koechlin, Prasenjit Chatterjee"
tt6170954,Naam Shabana,2017,"Taapsee Pannu, Akshay Kumar, Manoj Bajpayee, Taher Shabbir"
tt3696192,Singh Is Bliing,2015,"Akshay Kumar, Amy Jackson, Lara Dutta, Kay Kay Menon"
tt11095208,Beautiful,X2020,"Raknil Avro, K K Binojee, Erixnil, Naina Ganguly"
tt2417560,Filmistaan,2012,"Sharib Hashmi, Inaamulhaq, Kumud Mishra, Gopal Datt"
tt0222024,Hum Tumhare Hain Sanam,2002,"Shah Rukh Khan, Madhuri Dixit, Salman Khan, Atul Agnihotri"
tt0082797,Naseeb,1981,"Amitabh Bachchan, Shatrughan Sinha, Rishi Kapoor, Hema Malini"
tt5465370,Akira,2016,"Sonakshi Sinha, Anurag Kashyap, Konkona Sen Sharma, Nandu Madhav"
tt8108200,Sonchiriya,2019,"Sushant Singh Rajput, Bhumi Pednekar, Ashutosh Rana, Ranvir Shorey"
tt1049405,The Other End of the Line,2007,"Jesse Metcalfe, Sara Foster, Anupam Kher, Austin Basis"
tt6264938,Kesari,2019,"Akshay Kumar, Parineeti Chopra, Suvinder Vicky, Vansh Bhardwaj"
tt0085743,Jaane Bhi Do Yaaro,1983,"Naseeruddin Shah, Ravi Baswani, Bhakti Barve, Satish Shah"
tt12045028,Nympho: The Lust Story,2020,"Natasha Majhi, Mohnish Nawani, Vikhyat Swades, Pooja Jangid"
tt4334260,San' 75 (Pachattar),2022,"Pravessh Rana, Kay Kay Menon, Kirti Kulhari, Tom Alter"
tt2301155,Shootout at Wadala,2013,"Anil Kapoor, John Abraham, Manoj Bajpayee, Tusshar Kapoor"
tt1918965,Murder 2,2011,"Emraan Hashmi, Jacqueline Fernandez, Prashant Narayanan, Sulagna Panigrahi"
tt0886539,Luck by Chance,2009,"Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor, Dimple Kapadia"
tt0234000,Kaho Naa... Pyaar Hai,2000,"Hrithik Roshan, Ameesha Patel, Anupam Kher, Dalip Tahil"
tt1433905,All the Best: Fun Begins,2009,"Sanjay Dutt, Ajay Devgn, Fardeen Khan, Bipasha Basu"
tt1610452,Band Baaja Baaraat,2010,"Ranveer Singh, Anushka Sharma, Ranjit Batra, Satender Bhardwaj"
tt6514196,Baazaar,2018,"Saif Ali Khan, Radhika Apte, Chitrangda Singh, Denzil Smith"
tt5686868,Miss Teacher,2016,"Kamalika Chanda, Rahul Sharma, Resham Thakkar, Adi Irani"
tt0307873,Raaz,2002,"Dino Morea, Bipasha Basu, Malini Sharma, Ashutosh Rana"
tt0291376,Nayak: The Real Hero,2001,"Anil Kapoor, Rani Mukerji, Amrish Puri, Paresh Rawal"
tt1017456,Race,2008,"Saif Ali Khan, Akshaye Khanna, Bipasha Basu, Katrina Kaif"
tt28152747,Sergeant,2023,"Tahirr Aashhraf, Daphne Alexander, Malcolm Davies, Sonia Goswami"
tt0466460,Khosla Ka Ghosla!,2006,"Anupam Kher, Boman Irani, Parvin Dabas, Tara Sharma"
tt21398196,Siya,2022,"Stephen Alexander, Rudra Pratap Singh Chaudhary, Dev Chauhan, Madhvendra Jha"
tt1562859,Golmaal 3,2010,"Mithun Chakraborty, Ajay Devgn, Kareena Kapoor, Tusshar Kapoor"
tt6972140,Blackmail,2018,"Irrfan Khan, Urmila Matondkar, Divya Dutta, Kirti Kulhari"
tt0077451,Don,1978,"Amitabh Bachchan, Zeenat Aman, Pran Sikand, Iftekhar"
tt4906960,Baadshaho,2017,"Ajay Devgn, Ileana D'Cruz, Emraan Hashmi, Esha Gupta"
tt19838608,Babli Bouncer,2022,"Tamannaah Bhatia, Sahil Vaid, Karan Singh Chhabra, Abhishek Bajaj"
tt1714866,Midnight's Children,2012,"Rajat Kapoor, Vansh Bhardwaj, Anupam Kher, Neha Mahajan"
tt3337550,Rahasya,2015,"Kay Kay Menon, Ashish Vidyarthi, Tisca Chopra, Mita Vashisht"
tt9511468,Love-All,2023,"Satyakam Anand, Sumit Arora, Raja Bundela, Robin Das"
tt0200087,Sarfarosh,1999,"Naseeruddin Shah, Aamir Khan, Sonali Bendre, Mukesh Rishi"
tt2978626,Entertainment,2014,"Akshay Kumar, Tamannaah Bhatia, Junior, Krishna Abhishek"
tt22036406,Kanguva,2024,"Suriya, Disha Patani, Yogi Babu, Bobby Deol"
tt10309902,Chehre,2021,"Amitabh Bachchan, Emraan Hashmi, Krystle D'Souza, Annu Kapoor"
tt13825336,Good Luck Jerry,2022,"Janhvi Kapoor, Jaswant Dalal, Deepak Dobriyal, Mita Vashisht"
tt7881550,Kaamyaab,2018,"Sanjay Mishra, Deepak Dobriyal, Sarika Singh, Isha Talwar"
tt0430328,Madhoshi,2004,"Bipasha Basu, John Abraham, Priyanshu Chatterjee, Prakash Bharadwaj"
tt1573072,Housefull,2010,"Akshay Kumar, Deepika Padukone, Riteish Deshmukh, Lara Dutta"
tt5668770,Mardaani 2,2019,"Rani Mukerji, Avneet Kaur, Sunny Hinduja, Shruti Bapna"
tt13623916,Toolsidas Junior,2022,"Sanjay Dutt, Rajeev Kapoor, Varun Buddhadev, Ankur Vikal"
tt3823392,Love Sonia,2018,"Abhishek Bharate, Riya Sisodiya, Mrunal Thakur, Adil Hussain"
tt4865436,Hate Story 3,2015,"Sharman Joshi, Karan Singh Grover, Zareen Khan, Daisy Shah"
tt8907974,Looop Lapeta,2022,"Taapsee Pannu, Tahir Raj Bhasin, Dibyendu Bhattacharya, K.C. Shankar"
tt10483386,Mumbai Saga,2021,"John Abraham, Emraan Hashmi, Mahesh Manjrekar, Suniel Shetty"
tt0119861,Pardes,1997,"Shah Rukh Khan, Mahima Chaudhry, Amrish Puri, Apurva Agnihotri"
tt0294662,Kaante,2002,"Amitabh Bachchan, Sanjay Dutt, Suniel Shetty, Mahesh Manjrekar"
tt6354784,The Hungry,2017,"Naseeruddin Shah, Tisca Chopra, Neeraj Kabi, Antonio Aakeel"
tt11364772,Kabzaa,2023,"Upendra, Sudeep, Shriya Saran, Shivarajkumar"
tt15121860,Forensic,2022,"Radhika Apte, Vikrant Massey, Prachi Desai, Anant Mahadevan"
tt0811066,Shootout at Lokhandwala,2007,"Amitabh Bachchan, Sanjay Dutt, Suniel Shetty, Arbaaz Khan"
tt15614274,Double XL,2022,"Sonakshi Sinha, Huma Qureshi, Zaheer Iqbal, Mahat Raghavendra"
tt12740760,Phone Bhoot,2022,"Katrina Kaif, Ishaan Khattar, Siddhant Chaturvedi, Jackie Shroff"
tt11102262,Cadaver,2022,"Amala Paul, Riythvika Panneerselvam, Munishkanth, Harish Uthaman"
tt2797242,Bombay Talkies,2013,"Rani Mukerji, Randeep Hooda, Saqib Saleem, Nawazuddin Siddiqui"
tt23472806,Almost Pyaar with DJ Mohabbat,2022,"Alaya F, Karan Mehta, Vicky Kaushal, Sapna Pabbi"
tt9348296,Oh! Baby,2019,"Samantha Ruth Prabhu, Lakshmi, Rajendra Prasad, Teja Sajja"
tt10895556,Rashmi Rocket,2021,"Taapsee Pannu, Priyanshu Painyuli, Abhishek Banerjee, Supriya Pathak"
tt0173080,Pyaar Kiya To Darna Kya,1998,"Salman Khan, Kajol, Arbaaz Khan, Anjala Zaveri"
tt8108268,The Tashkent Files,2019,"Shweta Basu Prasad, Mithun Chakraborty, Naseeruddin Shah, Pankaj Tripathi"
tt7618184,Mulk,2018,"Taapsee Pannu, Rishi Kapoor, Neena Gupta, Ashutosh Rana"
tt2112131,Dabangg 2,2012,"Salman Khan, Sonakshi Sinha, Prakash Raj, Vinod Khanna"
tt8550208,Romeo Akbar Walter,2019,"John Abraham, Mouni Roy, Jackie Shroff, Gyanendra Tripathi"
tt17592606,DAMaN,2022,"Karan Kandhapan, Babushan Mohanty, Dipanwit Dashmohapatra, Manaswani Takri"
tt1202540,Dil Bole Hadippa!,2009,"Shahid Kapoor, Rani Mukerji, Anupam Kher, Dalip Tahil"
tt1890363,Buddha in a Traffic Jam,2016,"Anupam Kher, Anchal Dwivedi, Mahie Gill, Pallavi Joshi"
tt28782545,The Purvanchal Files,2023,"R . Siddharth, Shivani Thakur, Zarina Wahab, Govind Namdeo"
tt27539086,800,2023,"Nassar, Madhur Mittal, Narain, Mahima Nambiar"
tt5316648,Blind,2023,"Sonam Kapoor, Lucy Aarden, Danesh Razvi, Shubham Saraf"
tt1275863,Love Aaj Kal,2009,"Saif Ali Khan, Deepika Padukone, Rishi Kapoor, Rahul Khanna"
tt0250415,Har Dil Jo Pyar Karega...,2000,"Salman Khan, Preity G Zinta, Rani Mukerji, Rajeev Verma"
tt3614516,Ankhon Dekhi,2013,"Sanjay Mishra, Seema Pahwa, Rajat Kapoor, Taranjit Kaur"
tt23864864,Joram,2023,"Mohd. Zeeshan Ayyub, Manoj Bajpayee, Tannishtha Chatterjee, Rajshri Deshpande"
tt20840000,Ardh,2022,"Rajpal Naurang Yadav, Rubina Dilaik, Hiten Tejwani, Swastik Tiwari"
tt3554418,Khoobsurat,2014,"Sonam Kapoor, Fawad Khan, Ratna Pathak Shah, Kirron Kher"
tt10699086,Bachchhan Paandey,2022,"Akshay Kumar, Kriti Sanon, Jacqueline Fernandez, Pankaj Tripathi"
tt0118751,Border,1997,"Sunny Deol, Suniel Shetty, Akshaye Khanna, Jackie Shroff"
tt6588966,Hichki,2018,"Rani Mukerji, Naisha Khanna, Neeraj Kabi, Rohit Saraf"
tt4909752,Rangoon,2017,"Kangana Ranaut, Shahid Kapoor, Saif Ali Khan, Manav Vij"
tt11046300,Ujda Chaman,2019,"Sunny Singh, Maanvi Gagroo, Karishma Sharma, Gagan Arora"
tt0083578,Arth,1982,"Shabana Azmi, Kulbhushan Kharbanda, Smita Patil, Raj Kiran"
tt0110546,Mohra,1994,"Akshay Kumar, Suniel Shetty, Raveena Tandon, Naseeruddin Shah"
tt23475174,Untitled Soorarai Pottru remake,2024,"Akshay Kumar, Radhika Madan, Paresh Rawal, R. Sarathkumar"
tt3679060,Dishoom,2016,"John Abraham, Varun Dhawan, Jacqueline Fernandez, Akshaye Khanna"
tt11433822,Aankh Micholi,2023,"Paresh Rawal, Sharman Joshi, Abhimanyu Dasani, Mrunal Thakur"
tt0477253,Aashiq Banaya Aapne: Love Takes Over,2005,"Emraan Hashmi, Tanushree Dutta, Sonu Sood, Preeti Ganguli"
tt1092005,Golmaal Returns,2008,"Ajay Devgn, Kareena Kapoor, Arshad Warsi, Tusshar Kapoor"
tt6102396,Kaalakaandi,2018,"Saif Ali Khan, Asif Basra, Neil Bhoopalam, Ankit Bisht"
tt0488836,Hanuman,2005,"Mukesh Khanna, Viraj, Mona Shetty, Sumeet Pathak"
tt19394258,Tariq,2023,"John Abraham, Rukmini Maitra, Gajala, Sujith Shanker"
tt0100095,Maine Pyar Kiya,1989,"Salman Khan, Bhagyashree Patwardhan, Alok Nath, Rajeev Verma"
tt3717068,Court,2014,"Vira Sathidar, Vivek Gomber, Geetanjali Kulkarni, Pradeep Joshi"
tt8983164,Chhalaang,2020,"Rajkummar Rao, Nushrratt Bharuccha, Mohd. Zeeshan Ayyub, Saurabh Shukla"
tt9648672,Street Dancer 3D,2020,"Varun Dhawan, Shraddha Kapoor, Prabhu Deva, Nora Fatehi"
tt8983228,Jhund,2022,"Amitabh Bachchan, Ankush Gedam, Babu Kshatriya, Jerico Robert"
tt8733898,U-Turn,2018,"Samantha Ruth Prabhu, Aadhi, Bhoomika Chawla, Rahul Ravindran"
tt10152736,Thalaivi,2021,"Kangana Ranaut, Arvind Swami, Nassar, Samuthirakani"
tt0216817,Hum Saath-Saath Hain,1999,"Mohnish Behl, Salman Khan, Saif Ali Khan, Tabu"
tt7027278,Kedarnath,2018,"Sushant Singh Rajput, Sara Ali Khan, Nitish Bharadwaj, Alka Amin"
tt1291465,Raajneeti,2010,"Ajay Devgn, Ranbir Kapoor, Nana Patekar, Katrina Kaif"
tt9248972,Mission Mangal,2019,"Akshay Kumar, Vidya Balan, Taapsee Pannu, Sonakshi Sinha"
tt19864958,Maja Ma,2022,"Madhuri Dixit, Ritwik Bhowmik, Barkha Singh, Gajraj Rao"
tt1532957,Paa,2009,"Amitabh Bachchan, Abhishek Bachchan, Vidya Balan, Paresh Rawal"
tt0116950,Maachis,1996,"Om Puri, Tabu, Chandrachur Singh, Kanwaljeet Singh"
tt9537274,The Intern,V,"Deepika Padukone, Amitabh Bachchan, Neena Gupta"
tt8176040,Panipat,2019,"Arjun Kapoor, Sanjay Dutt, Kriti Sanon, Mohnish Behl"
tt0227194,One 2 Ka 4,2001,"Shah Rukh Khan, Jackie Shroff, Juhi Chawla, Nirmal Pandey"
tt3019620,Titli,2014,"Shashank Arora, Ranvir Shorey, Shivani Raghuvanshi, Amit Sial"
tt2198235,Monsoon Shootout,2013,"Vijay Varma, Nawazuddin Siddiqui, Neeraj Kabi, Geetanjali Thapa"
tt2621000,Jolly LLB,2013,"Arshad Warsi, Amrita Rao, Boman Irani, Saurabh Shukla"
tt0415908,Kaal,2005,"Ajay Devgn, Vivek Oberoi, John Abraham, Lara Dutta"
tt0110076,Hum Aapke Hain Koun..!,1994,"Madhuri Dixit, Salman Khan, Mohnish Behl, Renuka Shahane"
tt6143422,Kadvi Hawa,2017,"Sanjay Mishra, Ranvir Shorey, Tillotama Shome, Bhupesh Singh"
tt6926486,Daddy,2017,"Arjun Rampal, Aishwarya Rajesh, Nishikant Kamat, Rajesh Shringarpure"
tt0477252,36 China Town,2006,"Akshaye Khanna, Shahid Kapoor, Kareena Kapoor, Paresh Rawal"
tt0220757,Shool,1999,"Manoj Bajpayee, Raveena Tandon, Sayaji Shinde, Yashpal Sharma"
tt4354740,Dharam Sankat Mein,2015,"Naseeruddin Shah, Paresh Rawal, Annu Kapoor, Gagan Gupta"
tt10230422,Class of 83,2020,"Bobby Deol, Anup Soni, Joy Sengupta, Hitesh Bhojraj"
tt16867258,Sheran Di Kaum Punjabi,2024,"Sanjay Dutt, Gippy Grewal, Harpreet Kaler, Ravi Dehru"
tt3802576,Brothers,2015,"Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez"
tt0337971,Deewangee,2002,"Ajay Devgn, Akshaye Khanna, Urmila Matondkar, Farida Jalal"
tt5713232,Madaari,2016,"Irrfan Khan, Jimmy Shergill, Vishesh Bansal, Tushar Dalvi"
tt0068257,Bawarchi,1972,"Rajesh Khanna, Jaya Bachchan, Usha Kiran, Harindranath Chattopadhyay"
tt1736552,Breakaway,2011,"Vinay Virmani, Camilla Belle, Russell Peters, Rob Lowe"
tt0054098,Mughal-E-Azam,1960,"Prithviraj Kapoor, Madhubala, Dilip Kumar, Durga Khote"
tt5613834,A Gentleman,2017,"Sidharth Malhotra, Jacqueline Fernandez, Darshan Kumaar, Hussain Dalal"
tt1230165,Rock On!!,2008,"Arjun Rampal, Farhan Akhtar, Luke Kenny, Purab Kohli"
tt12882620,Evil Eye,2020,"Sarita Choudhury, Sunita Mani, Bernard White, Omar Maskati"
tt2929690,Margarita with a Straw,2014,"Kalki Koechlin, Revathi, Sayani Gupta, Hussain Dalal"
tt28635101,Rakshak India's Braves,2023,"Aayat, Jatin Ahuja, Ravi Aneja, Sanju Banerjee"
tt26229612,The Diplomat,2024,"Kumud Mishra, Sharib Hashmi, Amitoj Mann, John Abraham"
tt0136352,Koyla,1997,"Shah Rukh Khan, Madhuri Dixit, Amrish Puri, Ranjeet Bedi"
tt0114726,Trimurti,1995,"Jackie Shroff, Anil Kapoor, Shah Rukh Khan, Priya Tendulkar"
tt10964430,Thappad,2020,"Taapsee Pannu, Pavail Gulati, Kumud Mishra, Ratna Pathak Shah"
tt1918886,Joker,2012,"Akshay Kumar, Sonakshi Sinha, Shreyas Talpade, Minissha Lamba"
tt22311492,Nazar Andaaz,2022,"Abhishek Banerjee, Divya Dutta, Namrata Kapoor, Kumud Mishra"
tt10333912,Gulabo Sitabo,2020,"Amitabh Bachchan, Ayushmann Khurrana, Vijay Raaz, Brijendra Kala"
tt5743656,Phobia,2016,"Radhika Apte, Amrita Bagchi, Nivedita Bhattacharya, Yashaswini Dayama"
tt8581230,B.A. Pass 2,2017,"Kritika Sachdeva, Satiiysh Saarathy Sasho, Sanghmitra Hitaishi, Indraneil Sengupta"
tt2658126,Commando,2013,"Vidyut Jammwal, Hsieh Chang Hai, Nelson Liao Sheng Hua, Ishita Vyas"
tt0107311,Khal Nayak,1993,"Sanjay Dutt, Madhuri Dixit, Jackie Shroff, Rakhee Gulzar"
tt1120897,Dhan Dhana Dhan Goal,2007,"John Abraham, Arshad Warsi, Bipasha Basu, Boman Irani"
tt0454431,Chocolate: Deep Dark Secrets,2005,"Anil Kapoor, Suniel Shetty, Arshad Warsi, Emraan Hashmi"
tt9176296,Dolly Kitty Aur Woh Chamakte Sitare,2019,"Konkona Sen Sharma, Bhumi Pednekar, Amol Parashar, Kubbra Sait"
tt6277440,Badrinath Ki Dulhania,2017,"Varun Dhawan, Alia Bhatt, Sahil Vaid, Swanand Kirkire"
tt13562940,Dial 100,2021,"Manoj Bajpayee, Neena Gupta, Sakshi Tanwar, Nandu Madhav"
tt0105866,Yalgaar,1992,"Feroz Khan, Sanjay Dutt, Kabir Bedi, Manisha Koirala"
tt18568902,Kaun Pravin Tambe?,2022,"Shreyas Talpade, Gaurav Kamble, Arif Zakaria, Asif Ali"
tt11045422,Toofaan,2021,"Farhan Akhtar, Mrunal Thakur, Paresh Rawal, Mohan Agashe"
tt2576450,Besharam,2013,"Ranbir Kapoor, Pallavi Sharda, Rishi Kapoor, Neetu Singh"
tt8484942,India's Most Wanted,2019,"Arjun Kapoor, Sudev Nair, Preet Bhullar, Rajesh Sharma"
tt0045693,Do Bigha Zamin,1953,"Balraj Sahni, Nirupa Roy, Ratan Kumar, Murad"
tt1241195,Aamir,2008,"Rajeev Khandelwal, Mukesh Agrohari, Supavitra Babul, Vasan Bala"
tt0173102,Raju Ban Gaya Gentleman,1992,"Shah Rukh Khan, Juhi Chawla, Nana Patekar, Amrita Singh"
tt20807330,Titu Ambani,2023,"Tushar Pandey, Deepika Singh, Raghubir Yadav, Sapna Sand"
tt8108196,Judgementall Hai Kya,2019,"Kangana Ranaut, Rajkummar Rao, Amyra Dastur, Amrita Puri"
tt0070637,Saudagar,1973,"Amitabh Bachchan, Nutan, Trilok Kapoor, Padma Khanna"
tt2166214,Khiladi 786,2012,"Akshay Kumar, Asin Thottumkal, Mithun Chakraborty, Raj Babbar"
tt10919304,Hurdang,2022,"Sunny Kaushal, Nushrratt Bharuccha, Vijay Varma, Viraj Kapoor"
tt15238986,Plan A Plan B,2022,"Riteish Deshmukh, Tamannaah Bhatia, Poonam Dhillon, Kusha Kapila"
tt7329858,Pari,2018,"Anushka Sharma, Parambrata Chattopadhyay, Rajat Kapoor, Ritabhari Chakraborty"
tt1720254,Thank You,2011,"Akshay Kumar, Sonam Kapoor, Bobby Deol, Irrfan Khan"
tt7322988,Firrkie,2023,"Jackie Shroff, Neil Nitin Mukesh, Kay Kay Menon, Karan Singh Grover"
tt2222550,1920: Evil Returns,2012,"Aftab Shivdasani, Tia Bajpai, Sharad Kelkar, Vidya Malvade"
tt1728986,Bol Bachchan,2012,"Amitabh Bachchan, Ajay Devgn, Abhishek Bachchan, Asin Thottumkal"
tt1244093,Hisss,2010,"Mallika Sherawat, Irrfan Khan, Jeff Doucette, Divya Dutta"
tt13859494,Guthlee Ladoo,2023,"Sanjay Mishra, Subrat Dutta, Kalyanee Mulay, Kanchan Pagare"
tt0308347,Haan Maine Bhi Pyaar Kiya,2002,"Akshay Kumar, Karisma Kapoor, Abhishek Bachchan, Kader Khan"
tt0211634,Soldier,1998,"Bobby Deol, Preity G Zinta, Rakhee Gulzar, Farida Jalal"
tt0139525,Phool Aur Patthar,1966,"Meena Kumari, Dharmendra, Shashikala Jawalkar, Lalita Pawar"
tt3645014,The Xpose,2014,"Himesh Reshammiya, Yo Yo Honey Singh, Irrfan Khan, Zoya Afroz"
tt0273406,Aashiq,2001,"Bobby Deol, Karisma Kapoor, Rahul Dev, Dinesh Hingoo"
tt6978954,Pal Pal Dil Ke Paas,2019,"Sahher Bambba, Kallirroi Tziafeta, Swarit Sur, Suresh Sur"
tt2027138,Kyaa Super Kool Hain Hum,2012,"Riteish Deshmukh, Tusshar Kapoor, Neha Sharma, Sarah Jane Dias"
tt1434447,Rocket Singh: Salesman of the Year,2009,"Ranbir Kapoor, Prem Chopra, Mukesh S. Bhatt, D. Santosh"
tt22191704,Gandharva jr.,,Unni Mukundan
tt1629391,Tere Bin Laden,2010,"Ali Zafar, Pradhuman Singh, Piyush Mishra, Nikhil Ratnaparkhi"
tt24964506,The Underbug,2023,"Hussain Dalal, Areenah Fatima, Ali Fazal"
tt0109206,Bandit Queen,1994,"Seema Biswas, Nirmal Pandey, Rajesh Vivek, Raghubir Yadav"
tt10869778,Maidaan,,"Ajay Devgn, Priyamani, Gajraj Rao, Bhavesh Lohar"
tt1223922,Blue,2009,"Akshay Kumar, Sanjay Dutt, Lara Dutta, Zayed Khan"
tt0383975,Chameli,2003,"Kareena Kapoor, Rahul Bose, Rinke Khanna, Yashpal Sharma"
tt0348656,Khushi,2003,"Fardeen Khan, Kareena Kapoor, Amrish Puri, Amitabh Bachchan"
tt1627924,Mausam,2011,"Shahid Kapoor, Sonam Kapoor, Anupam Kher, Supriya Pathak"
